name,bref_id,nicknames,nickname1,nickname2,nickname3,nickname4,nickname5,nickname6
Luis Severino,severlu01,"['Sevy', 'Pena']",Sevy,Pena,,,,
Pedro Severino,severpe01,['Mercurio'],Mercurio,,,,,
Paul Sewald,sewalpa01,['Paulie'],Paulie,,,,,
Kevin Shackelford,shackke01,['Shack'],Shack,,,,,
Justin Shafer,shafeju01,['Shaf'],Shaf,,,,,
John Shaffer,shaffjo01,['Cannon Ball'],Cannon Ball,,,,,
Wally Shaner,shanewa01,['Skinny'],Skinny,,,,,
Howie Shanks,shankho01,['Hawk'],Hawk,,,,,
Harry Shanley,shanldo01,['Doc'],Doc,,,,,
Mike Shannon,shannmi01,['Moonman'],Moonman,,,,,
Ralph Sharman,sharmra01,['Bally'],Bally,,,,,
Joe Shaute,shautjo01,['Lefty'],Lefty,,,,,
Al Shaw,shawal01,['Shoddy'],Shoddy,,,,,
Bryan Shaw,shawbr01,['Geek'],Geek,,,,,
Jim Shaw,shawji01,['Grunting Jim'],Grunting Jim,,,,,
Travis Shaw,shawtr01,['Mayor of Ding Dong City'],Mayor of Ding Dong City,,,,,
Bob Shawkey,shawkbo01,['Sailor'],Sailor,,,,,
John Shea,sheajo01,['Lefty'],Lefty,,,,,
Nap Shea,sheana01,"['Napoleon', 'Shorty', 'Red']",Napoleon,Shorty,Red,,,
Spec Shea,sheasp01,['The Naugatuck Nugget'],The Naugatuck Nugget,,,,,
Jim Sheehan,sheehji01,['Big Jim'],Big Jim,,,,,
Timothy Sheehan,sheehbi01,['Biff'],Biff,,,,,
Earl Sheely,sheelea01,['Whitey'],Whitey,,,,,
Gary Sheffield,sheffga01,['Sheff'],Sheff,,,,,
Derek Shelton,sheltde99,['Quality'],Quality,,,,,
Bill Sherdel,sherdbi01,['Wee Willie'],Wee Willie,,,,,
James Sherfy,sherfji01,"['Wild Thing', 'Jimmy']",Wild Thing,Jimmy,,,,
Neill Sheridan,sherine01,['Wild Horse'],Wild Horse,,,,,
Ed Sherling,sherled01,['Shine'],Shine,,,,,
John Sherlock,sherlmo01,['Monk'],Monk,,,,,
Vince Sherlock,sherlvi01,['Baldy'],Baldy,,,,,
Dan Sherman,shermda01,"['Babe', 'General']",Babe,General,,,,
Ben Shields,shielbe01,"['Lefty', 'Big Ben']",Lefty,Big Ben,,,,
James Shields,shielja02,"['Jamie', 'Big Game James', 'Juego G']",Jamie,Big Game James,Juego G,,,
Garland Shifflett,shiffga01,['Duck'],Duck,,,,,
Razor Shines,shinera01,['Ray'],Ray,,,,,
Tsuyoshi Shinjo,shinjts01,['Big Boss'],Big Boss,,,,,
Tim Shinnick,shinnti01,"['Dandy', 'Good-Eye']",Dandy,Good-Eye,,,,
Bill Shipke,shipkbi01,"['Skipper Bill', 'Muskrat Bill']",Skipper Bill,Muskrat Bill,,,,
Braden Shipley,shiplbr01,['Sensy'],Sensy,,,,,
Joe Shipley,shipljo01,['Moses'],Moses,,,,,
Art Shires,shirear01,['Art The Great'],Art The Great,,,,,
Ivey Shiver,shiveiv01,['Chick'],Chick,,,,,
Matt Shoemaker,shoemma01,['Shoe'],Shoe,,,,,
Burt Shotton,shottbu01,['Barney'],Barney,,,,,
Clyde Shoun,shouncl01,['Hardrock'],Hardrock,,,,,
John Shovlin,shovljo01,['Brode'],Brode,,,,,
Chasen Shreve,shrevch01,"['Shrever', 'Sha-Reef']",Shrever,Sha-Reef,,,,
Harry Shriver,shrivha01,['Pop'],Pop,,,,,
George Shuba,shubage01,['Shotgun'],Shotgun,,,,,
Kevin Siegrist,siegrke01,['Siegs'],Siegs,,,,,
Oscar Siemer,siemeos01,['Cotton'],Cotton,,,,,
Magneuris Sierra,sierrma01,['Miyagui'],Miyagui,,,,,
Ruben Sierra,sierrru01,"['El Caballo', 'El Indio']",El Caballo,El Indio,,,,
Roy Sievers,sievero01,['Squirrel'],Squirrel,,,,,
Ed Silch,silched01,['Baldy'],Baldy,,,,,
Charlie Silvera,silvech01,['Swede'],Swede,,,,,
Ken Silvestri,silveke01,['Hawk'],Hawk,,,,,
Al Simmons,simmoal01,['Bucketfoot Al'],Bucketfoot Al,,,,,
Andrelton Simmons,simmoan01,"['Simba', 'Simon']",Simba,Simon,,,,
Ted Simmons,simmote01,['Simba'],Simba,,,,,
Alfredo Simon,simonal01,['Big Pasta'],Big Pasta,,,,,
Syl Simon,simonsy01,['Sammy'],Sammy,,,,,
Mel Simons,simonme01,['Butch'],Butch,,,,,
Harry Simpson,simpsha01,"['Suitcase', 'Goody']",Suitcase,Goody,,,,
Tom Simpson,simpsdu01,['Duke'],Duke,,,,,
Lucas Sims,simslu01,['Loosh'],Loosh,,,,,
Bill Singer,singebi01,"['Sing Sing', 'The Singer Throwing Machine', 'Bullet Bill']",Sing Sing,The Singer Throwing Machine,Bullet Bill,,,
Elmer Singleton,singlel01,['Smoky'],Smoky,,,,,
John Singleton,singljo01,['Sheriff'],Sheriff,,,,,
Chance Sisco,siscoch01,['Sisco Kid'],Sisco Kid,,,,,
George Sisler,sislege01,['Gorgeous George'],Gorgeous George,,,,,
Tyler Skaggs,skaggty01,['Swaggy'],Swaggy,,,,,
Harry Sketchley,sketcbu01,['Bud'],Bud,,,,,
Lou Skizas,skizalo01,['The Nervous Greek'],The Nervous Greek,,,,,
Eric Skoglund,skogler01,['Skogs'],Skogs,,,,,
Matt Skole,skolema01,['Baba'],Baba,,,,,
John Skopec,skopejo01,['Buckshot'],Buckshot,,,,,
Bill Skowron,skowrbi01,['Moose'],Moose,,,,,
Gordon Slade,sladego01,['Oskie'],Oskie,,,,,
Jimmy Slagle,slaglji01,"['Rabbit', 'Shorty']",Rabbit,Shorty,,,,
Dan Slania,slanida01,['Mr. Incredible'],Mr. Incredible,,,,,
Austin Slater,slateau01,['AC'],AC,,,,,
Don Slaught,slaugdo01,['Sluggo'],Sluggo,,,,,
Enos Slaughter,slaugen01,['Country'],Country,,,,,
Aaron Slegers,slegeaa01,['Slegs'],Slegs,,,,,
Bruce Sloan,sloanbr01,['Fatso'],Fatso,,,,,
Dwain Sloat,sloatle01,['Lefty'],Lefty,,,,,
Will Smalley,smallwi01,['Deacon'],Deacon,,,,,
Al Smith,smithal04,['Fuzzy'],Fuzzy,,,,,
Aleck Smith,smithal01,['Broadway Aleck'],Broadway Aleck,,,,,
Bob Smith,smithbo05,['Riverboat'],Riverboat,,,,,
Burch Smith,smithbu03,['Smitty'],Smitty,,,,,
Caleb Smith,smithca03,"['Dr. K', 'Smitty']",Dr. K,Smitty,,,,
Carson Smith,smithca02,['Smitty'],Smitty,,,,,
Charlie Smith,smithch11,['Chino'],Chino,,,,,
Chris Smith,smithch08,['Rock N Fire'],Rock N Fire,,,,,
Chris Smith,smithch10,['Smitty'],Smitty,,,,,
Dominic Smith,smithdo02,['Sloth Bear'],Sloth Bear,,,,,
Drew Smith,smithdr01,['Smitty'],Smitty,,,,,
Dwight Smith Jr.,smithdw02,['Dablack'],Dablack,,,,,
Earl Smith,smithea01,['Sheriff'],Sheriff,,,,,
Earl Smith,smithea02,['Oil'],Oil,,,,,
Ernie Smith,smither01,['Kansas City Kid'],Kansas City Kid,,,,,
Frank Smith,smithfr03,"['Piano Mover', 'Nig']",Piano Mover,Nig,,,,
George Smith,smithge02,['Columbia George'],Columbia George,,,,,
George Smith,smithhe01,['Heinie'],Heinie,,,,,
Hal Smith,smithha09,['Cura'],Cura,,,,,
Jimmy Smith,smithji01,"['Greenfield Jimmy', 'Bluejacket']",Greenfield Jimmy,Bluejacket,,,,
Joe Smith,smithjo05,"['Sidewinder', 'Smitty']",Sidewinder,Smitty,,,,
Josh A. Smith,smithjo07,['Smitty'],Smitty,,,,,
Kevan Smith,smithke04,"['Szmyoth', 'Szmydth', 'Webby', 'Smitty']",Szmyoth,Szmydth,Webby,Smitty,,
Lonnie Smith,smithlo01,['Skates'],Skates,,,,,
Mallex Smith,smithma05,"['M Effect', 'Water']",M Effect,Water,,,,
Ozzie Smith,smithoz01,['The Wizard of Oz'],The Wizard of Oz,,,,,
Ray Smith,smithra01,"['Quality', 'Qualls']",Quality,Qualls,,,,
Rufus Smith,smithru01,['Shirt'],Shirt,,,,,
Seth Smith,smithse01,['Mr. Late Night'],Mr. Late Night,,,,,
Tyler Smith,smithty01,['Smitty'],Smitty,,,,,
Will Smith,smithwi04,['Smitty'],Smitty,,,,,
Will Smith,smithwi05,"['Fresh Prince', 'Smitty']",Fresh Prince,Smitty,,,,
Justin Smoak,smoakju01,['Moakey'],Moakey,,,,,
Josh Smoker,smokejo01,['Brown Bear'],Brown Bear,,,,,
Jake Smolinski,smolija01,['Smo'],Smo,,,,,
Clyde Smoll,smollle01,['Lefty'],Lefty,,,,,
John Smoltz,smoltjo01,['Smoltzie'],Smoltzie,,,,,
Homer Smoot,smootho01,['Doc'],Doc,,,,,
Henry Smoyer,smoyehe01,['Hennie'],Hennie,,,,,
Drew Smyly,smylydr01,['Smiles'],Smiles,,,,,
Cy Sneed,sneedcy01,['Yukon Cornelius'],Yukon Cornelius,,,,,
Blake Snell,snellbl01,"['Snellzilla', 'Zilla']",Snellzilla,Zilla,,,,
Wally Snell,snellwa01,['Doc'],Doc,,,,,
Duke Snider,snidedu01,"['The Silver Fox', 'Duke of Flatbush']",The Silver Fox,Duke of Flatbush,,,,
Travis Snider,snidetr01,['Lunchbox'],Lunchbox,,,,,
Roxy Snipes,snipero01,"['Roxy', 'Rock']",Roxy,Rock,,,,
Brian Snitker,snitkbr99,['Snit'],Snit,,,,,
Fred Snodgrass,snodgfr01,['Snow'],Snow,,,,,
Colonel Snover,snoveco01,['Bosco'],Bosco,,,,,
Bill Snyder,snydebi01,['Catsup'],Catsup,,,,,
Emanuel Snyder,snydere01,['Redleg'],Redleg,,,,,
Frank Snyder,snydefr01,['Pancho'],Pancho,,,,,
Louis Sockalexis,sockach01,['Deerfoot of the Diamond'],Deerfoot of the Diamond,,,,,
Rick Sofield,sofieri01,['Hollywood'],Hollywood,,,,,
Eric Sogard,sogarer01,['Nerd Power'],Nerd Power,,,,,
Donovan Solano,solando01,['Donnie Barrels'],Donnie Barrels,,,,,
Jhonatan Solano,solanjh01,['Tatan'],Tatan,,,,,
Yangervis Solarte,solarya01,"['El Ni', 'Pituki', 'Tutu']",El Ni,Pituki,Tutu,,,
Jorge Soler,solerjo01,"['El Yoyo', 'El Crudo']",El Yoyo,El Crudo,,,,
Sammy Solis,solissa01,"['Show-Show', 'Big Angus']",Show-Show,Big Angus,,,,
Eddie Solomon,solomed01,['Buddy J'],Buddy J,,,,,
Mose Solomon,solommo01,['The Rabbi Of Swat'],The Rabbi Of Swat,,,,,
John Somerlott,somerjo01,['Jock'],Jock,,,,,
Joakim Soria,soriajo01,"['Jack', 'Junior', 'Pepe']",Jack,Junior,Pepe,,,
Rafael Soriano,soriara01,['Sori'],Sori,,,,,
Michael Soroka,sorokmi01,['Rock'],Rock,,,,,
Paul Sorrento,sorrepa01,['Pauly'],Pauly,,,,,
Sammy Sosa,sosasa01,"[""Slammin' Sammy"", ""Say it Ain't Sosa""]",Slammin' Sammy,Say it Ain't Sosa,,,,
Gregory Soto,sotogr01,['Capiro'],Capiro,,,,,
Juan Soto,sotoju01,"['La Fiera', 'Childish Bambino', 'Juanjo', 'Soto Pacheco']",La Fiera,Childish Bambino,Juanjo,Soto Pacheco,,
Bud Souchock,souchst01,['Bud'],Bud,,,,,
Steven Souza Jr.,souzast01,"['Souz', 'Souzbot']",Souz,Souzbot,,,,
Bill Sowders,sowdebi01,['Little Bill'],Little Bill,,,,,
Denard Span,spande01,"['Spanny', 'D-Span', 'Spaniard']",Spanny,D-Span,Spaniard,,,
Cory Spangenberg,spangco01,['Spangy'],Spangy,,,,,
Al Spangler,spangal01,['Spanky'],Spanky,,,,,
Glenn Sparkman,sparkgl01,['Sparky'],Sparky,,,,,
Steve Sparks,sparkst01,['Phone Book'],Phone Book,,,,,
Bob Speake,speakbo01,['Spook'],Spook,,,,,
Tris Speaker,speaktr01,['The Grey Eagle'],The Grey Eagle,,,,,
Chris Speier,speiech01,['Spy'],Spy,,,,,
Levale Speigner,speigle01,['Levale'],Levale,,,,,
Daryl Spencer,spencda01,"['Dee', 'Big Dee']",Dee,Big Dee,,,,
Jim Spencer,spencji01,['Spence'],Spence,,,,,
Paul Speraw,sperapa01,"['Polly', 'Birdie']",Polly,Birdie,,,,
George Springer,springe01,['Horhay'],Horhay,,,,,
Joe Sprinz,sprinjo01,['Mule'],Mule,,,,,
Mike Squires,squirmi01,['Spanky'],Spanky,,,,,
Locke St. John,stjohlo01,['Lefty'],Lefty,,,,,
James Stafford,staffge01,"['General', 'Jamsey']",General,Jamsey,,,,
John Stafford,staffjo01,['Doc'],Doc,,,,,
Matt Stairs,stairma01,"['Wonder Hamster', 'Newf']",Wonder Hamster,Newf,,,,
Virgil Stallcup,stallvi01,['Red'],Red,,,,,
George Staller,stallge02,['Stopper'],Stopper,,,,,
George Stallings,stallge01,['Gentleman George'],Gentleman George,,,,,
Jacob Stallings,stallja01,"['Stalls', 'The Cheetah']",Stalls,The Cheetah,,,,
Craig Stammen,stammcr01,"['Craigeroo', 'Stam', 'Trigger', 'Craiger', 'Stammer', 'Trig']",Craigeroo,Stam,Trigger,Craiger,Stammer,Trig
Al Stanek,staneal01,['Lefty'],Lefty,,,,,
Ryne Stanek,stanery01,['Stanny'],Stanny,,,,,
Lee Stange,stangle01,['Stinger'],Stinger,,,,,
Don Stanhouse,stanhdo01,"['Stan the Man Unusual', 'Full Pack']",Stan the Man Unusual,Full Pack,,,,
Andy Stankiewicz,stankan01,['Stanky'],Stanky,,,,,
Eddie Stanky,stanked01,"['The Brat', 'Muggsy', 'Stinky']",The Brat,Muggsy,Stinky,,,
Bob Stanley,stanlbo01,"['Stanley Steamer', 'Bigfoot']",Stanley Steamer,Bigfoot,,,,
Fred Stanley,stanlfr01,['Chicken'],Chicken,,,,,
Giancarlo Stanton,stantmi03,"['Bigfoot', 'Cruz', 'G', 'Parmigiancarlo']",Bigfoot,Cruz,G,Parmigiancarlo,,
Willie Stargell,stargwi01,['Pops'],Pops,,,,,
Bubba Starling,starlbu01,['Bubs'],Bubs,,,,,
Ray Starr,starrra01,['Iron Man'],Iron Man,,,,,
William Starr,starrbi01,['Chick'],Chick,,,,,
Joe Start,startjo01,"['Old Reliable', 'Rocks']",Old Reliable,Rocks,,,,
Brock Stassi,stassbr01,['Trashman'],Trashman,,,,,
Max Stassi,stassma01,['Stassinelli'],Stassinelli,,,,,
Arnold Statz,statzji01,['Jigger'],Jigger,,,,,
Rusty Staub,staubru01,['Le Grand Orange'],Le Grand Orange,,,,,
John Stearns,stearjo01,['Bad Dude'],Bad Dude,,,,,
Drew Steckenrider,steckdr01,['Steckasaurus'],Steckasaurus,,,,,
Bill Steele,steelbi01,['Big Bill'],Big Bill,,,,,
Justin Stein,steinju01,['Ott'],Ott,,,,,
Bill Stemmyer,stemmbi01,['Cannon Ball'],Cannon Ball,,,,,
Casey Stengel,stengca01,['The Old Perfessor'],The Old Perfessor,,,,,
Jackson Stephens,stephja01,['Jacko'],Jacko,,,,,
Jim Stephens,stephji01,['Little Nemo'],Little Nemo,,,,,
Vern Stephens,stephve01,"['Junior', 'Buster', 'Little Slug']",Junior,Buster,Little Slug,,,
Riggs Stephenson,stephri01,['Old Hoss'],Old Hoss,,,,,
Robert Stephenson,stephro01,['Bob'],Bob,,,,,
Walter Stephenson,stephwa01,['Tarzan'],Tarzan,,,,,
Charles Sterrett,sterrdu01,['Dutch'],Dutch,,,,,
Ed Stevens,steveed01,['Big Ed'],Big Ed,,,,,
Jim Stevens,steveji01,['Steve'],Steve,,,,,
Andrew Stevenson,stevean01,['Stevo'],Stevo,,,,,
Todd Steverson,steveto01,['Trick'],Trick,,,,,
Brock Stewart,stewabr01,['Beef Stew'],Beef Stew,,,,,
Chris Stewart,stewach01,['Stew'],Stew,,,,,
Dave Stewart,stewada01,['Smoke'],Smoke,,,,,
Frank Stewart,stewafr01,['Stewy'],Stewy,,,,,
Glen Stewart,stewagl01,['Gabby'],Gabby,,,,,
Joe Stewart,stewajo01,['Ace'],Ace,,,,,
Mark Stewart,stewama01,['Big Stick'],Big Stick,,,,,
Sammy Stewart,stewasa01,"[""The Throwin' Swannanoan""]",The Throwin' Swannanoan,,,,,
Fred Stiely,stielfr01,['Lefty'],Lefty,,,,,
Rollie Stiles,stilero01,['Lena'],Lena,,,,,
Archie Stimmel,stimmar01,['Lumbago'],Lumbago,,,,,
Bob Stinson,stinsbo01,['Scrap Iron'],Scrap Iron,,,,,
Jack Stivetts,stiveja01,['Happy Jack'],Happy Jack,,,,,
Robert Stock,stockro01,['Cretch'],Cretch,,,,,
Otis Stocksdale,stockot01,['Old Gray Fox'],Old Gray Fox,,,,,
John Stone,stonejo01,['Rocky'],Rocky,,,,,
Steve Stone,stonest01,['Stoney'],Stoney,,,,,
Drew Storen,storedr01,['Homage'],Homage,,,,,
Howie Storie,storiho01,['Sponge'],Sponge,,,,,
Trevor Story,storytr01,"['Joe', 'Trev', 'True']",Joe,Trev,True,,,
Mel Stottlemyre,stottme02,['Rooster'],Rooster,,,,,
Allyn Stout,stoutal01,['Fish Hook'],Fish Hook,,,,,
George Stovall,stovage01,['Firebrand'],Firebrand,,,,,
Jesse Stovall,stovaje01,['Scout'],Scout,,,,,
Kyle Stowers,stoweky01,['Stowers Power'],Stowers Power,,,,,
Matt Strahm,strahma01,['Strahmy'],Strahmy,,,,,
Dan Straily,straida01,"['Rojo', 'Thunder']",Rojo,Thunder,,,,
Sammy Strang,stransa01,['The Dixie Thrush'],The Dixie Thrush,,,,,
Alan Strange,stranal01,['Inky'],Inky,,,,,
Dee Strange-Gordon,gordode01,"['Varis Strange', 'Flash Gordon Jr.']",Varis Strange,Flash Gordon Jr.,,,,
Stephen Strasburg,strasst01,['Stras'],Stras,,,,,
Chris Stratton,stratch01,['Strat'],Strat,,,,,
Monty Stratton,stratmo01,['Gander'],Gander,,,,,
Joe Strauss,straujo02,"['Dutch', 'The Socker']",Dutch,The Socker,,,,
Darryl Strawberry,strawda01,"['Straw', 'The Straw Man']",Straw,The Straw Man,,,,
Gabby Street,streega01,['Old Sarge'],Old Sarge,,,,,
Huston Street,streehu01,['Larry'],Larry,,,,,
George Strickland,stricge01,['Bo'],Bo,,,,,
Hunter Strickland,strichu01,"['Strick', 'Southern Thunder']",Strick,Southern Thunder,,,,
Elmer Stricklett,stricel01,['Spitball'],Spitball,,,,,
Spencer Strider,stridsp01,"['The Silver Strider', 'Art Vandelay']",The Silver Strider,Art Vandelay,,,,
Nick Strincevich,strinni01,['Jumbo'],Jumbo,,,,,
Ross Stripling,stripro01,['Chicken Strip'],Chicken Strip,,,,,
Joe Stripp,stripjo01,['Jersey Joe'],Jersey Joe,,,,,
Brent Strom,strombr01,['Stromy'],Stromy,,,,,
Marcus Stroman,stromma01,"['Stro-Show', 'HDMH']",Stro-Show,HDMH,,,,
Floyd Stromme,stromfl01,['Rock'],Rock,,,,,
Pedro Strop,stroppe01,['Stropy'],Stropy,,,,,
Ed Stroud,stroued01,"['Streak', 'Creeper']",Streak,Creeper,,,,
Ralph Stroud,strousa01,['Sailor'],Sailor,,,,,
Amos Strunk,strunam01,['Lightning'],Lightning,,,,,
Clarence Struss,strusst01,['Steamboat'],Steamboat,,,,,
Sterling Stryker,strykdu01,['Dutch'],Dutch,,,,,
Bill Stuart,stuarbi01,['Chauncey'],Chauncey,,,,,
Dick Stuart,stuardi01,"['Stu', 'Dr. Strangeglove', 'Boston Strangler', 'Stonefingers', 'The Man With the Iron Glove']",Stu,Dr. Strangeglove,Boston Strangler,Stonefingers,The Man With the Iron Glove,
Johnny Stuart,stuarjo01,['Stud'],Stud,,,,,
Franklin Stubbs,stubbfr01,['Cadillac'],Cadillac,,,,,
Sy Studley,studlse01,['Warhorse'],Warhorse,,,,,
Paul Stuffel,stuffpa01,['Stu'],Stu,,,,,
Daniel Stumpf,stumpda01,['Donald'],Donald,,,,,
Tom Sturdivant,sturdto01,"['Smoke', 'Snake']",Smoke,Snake,,,,
George Stutz,stutzge01,"['Kid', 'Satan']",Kid,Satan,,,,
Albert Suarez,suareal01,['Chiguire'],Chiguire,,,,,
Andrew Suarez,suarean01,"['Andy', 'Eddy']",Andy,Eddy,,,,
Eugenio Suarez,suareeu01,"['Nicolle', 'Bolibomba Suarez']",Nicolle,Bolibomba Suarez,,,,
Jose Suarez,suarejo01,"['Ranciss', 'El Demente']",Ranciss,El Demente,,,,
Jesus Sucre,sucreje01,['Sooky'],Sooky,,,,,
Bill Sudakis,sudakbi01,['Suds'],Suds,,,,,
Pete Suder,suderpe01,['Pecky'],Pecky,,,,,
Willie Sudhoff,sudhowi01,['Wee Willie'],Wee Willie,,,,,
Wander Suero,suerowa01,['The Animal'],The Animal,,,,,
Clyde Sukeforth,sukefcl01,['Sukey'],Sukey,,,,,
Ernie Sulik,suliker01,['Dave'],Dave,,,,,
Dan Sullivan,sullida01,['Link'],Link,,,,,
John Sullivan,sullijo03,['Lefty'],Lefty,,,,,
John Sullivan,sullijo07,['Sully'],Sully,,,,,
Mike Sullivan,sullimi02,['Big Mike'],Big Mike,,,,,
Sleeper Sullivan,sullisl01,['Old Iron Hands'],Old Iron Hands,,,,,
Ed Summers,summeed01,"['Kickapoo Ed', 'Chief']",Kickapoo Ed,Chief,,,,
Carl Sumner,sumneca01,['Lefty'],Lefty,,,,,
Billy Sunday,sundabi01,"['Parson', 'The Evangelist']",Parson,The Evangelist,,,,
Steve Sundra,sundrst01,['Smokey'],Smokey,,,,,
Tom Sunkel,sunketo01,['Tom'],Tom,,,,,
Jeff Suppan,suppaje01,['Soup'],Soup,,,,,
George Susce,suscege01,['Good Kid'],Good Kid,,,,,
Elmer Sutcliffe,sutclsy01,['Sy'],Sy,,,,,
Rick Sutcliffe,sutclri01,['Red Baron'],Red Baron,,,,,
Brent Suter,suterbr01,['The Raptor'],The Raptor,,,,,
Harry Suter,suterha01,"['Handsome Harry', 'Rube']",Handsome Harry,Rube,,,,
Jack Sutthoff,sutthja01,['Sunny Jack'],Sunny Jack,,,,,
Don Sutton,suttodo01,"['Black & Decker', 'The Mechanic']",Black & Decker,The Mechanic,,,,
Ichiro Suzuki,suzukic01,"['Ichiro', 'Wizard', 'Ichi']",Ichiro,Wizard,Ichi,,,,
Kurt Suzuki,suzukku01,['Zuk'],Zuk,,,,,
Dale Sveum,sveumda01,['Bo'],Bo,,,,,
Harry Swacina,swaciha01,['Swats'],Swats,,,,,
Dansby Swanson,swansda01,['Dans'],Dans,,,,,
Erik Swanson,swanser01,['Swanny Pops'],Swanny Pops,,,,,
Monty Swartz,swartmo01,['Dazzy'],Dazzy,,,,,
Anthony Swarzak,swarzan01,"['Swarzy', 'T-Sweezy']",Swarzy,T-Sweezy,,,,
Ed Sweeney,sweenje02,['Jeff'],Jeff,,,,,
Ad Swigler,swiglad01,['Doc'],Doc,,,,,
Blake Swihart,swihabl01,['Swi'],Swi,,,,,
Charlie Swindells,swindch01,['Swin'],Swin,,,,,
R.J. Swindle,swindrj01,['R J'],R J,,,,,
Nick Swisher,swishni01,['Swish'],Swish,,,,,
Steve Swisher,swishst01,['Swish'],Swish,,,,,
Ron Swoboda,swoboro01,['Rocky'],Rocky,,,,,
Noah Syndergaard,syndeno01,['Thor'],Thor,,,,,
Pat Tabler,tablepa01,['Mr. Clutch'],Mr. Clutch,,,,,
Jim Tabor,taborji01,['Rawhide'],Rawhide,,,,,
Jameson Taillon,taillja01,"['Jamo', 'J-Mo']",Jamo,J-Mo,,,,
Doug Taitt,taittdo01,['Poco'],Poco,,,,,
Fred Talbot,talbofr01,['Bubby'],Bubby,,,,,
Masahiro Tanaka,tanakma01,"['Masa', 'Ma-kun', 'Tanaka Time']",Masa,Ma-kun,Tanaka Time,,,
Frank Tanana,tananfr01,['Tanana Daiquiri'],Tanana Daiquiri,,,,,
Jesse Tannehill,tanneje01,"['Tanny', 'Powder']",Tanny,Powder,,,,
Raimel Tapia,tapiara01,"['Fifty', 'El Cangrejo']",Fifty,El Cangrejo,,,,
Walter Tappan,tappawa01,['Tap'],Tap,,,,,
Stephen Tarpley,tarplst01,['Tarp'],Tarp,,,,,
Edward Tate,tatepo01,"['Dimples', 'Pop']",Dimples,Pop,,,,
Lee Tate,tatele01,['Skeeter'],Skeeter,,,,,
Fernando Tatis Jr.,tatisfe02,"['El Nino', 'Bebo']",El Nino,Bebo,,,,
Mike Tauchman,tauchmi01,['Tauch'],Tauch,,,,,
Jackie Tavener,tavenja01,['Rabbit'],Rabbit,,,,,
Frank Taveras,taverfr01,['Pittsburgh Stealer'],Pittsburgh Stealer,,,,,
Aaron Taylor,tayloaa01,['Big Country'],Big Country,,,,,
Arlas Taylor,tayloar01,"['Foxy', 'Lefty']",Foxy,Lefty,,,,
Ben Taylor,taylobe99,['Old Reliable'],Old Reliable,,,,,
Billy Taylor,taylobi01,['Bollicky Bill'],Bollicky Bill,,,,,
Chris Taylor,tayloch03,['CT3'],CT3,,,,,
Ed Taylor,tayloed01,['Rube'],Rube,,,,,
Jack Taylor,tayloja01,['Brewery Jack'],Brewery Jack,,,,,
Leo Taylor,taylole01,['Chink'],Chink,,,,,
Michael A. Taylor,taylomi02,"['Mikey T', 'Miggy']",Mikey T,Miggy,,,,
Junichi Tazawa,tazawju01,['Taz'],Taz,,,,,
George Tebeau,tebeage01,['White Wings'],White Wings,,,,,
Julio Teheran,teherju01,"['JT', 'El Caballo De Olaya']",JT,El Caballo De Olaya,,,,
Mark Teixeira,teixema01,['Tex'],Tex,,,,,
Miguel Tejada,tejadmi01,"['Miggy', 'La Gua Gua']",Miggy,La Gua Gua,,,,
Kent Tekulve,tekulke01,['Teke'],Teke,,,,,
Rowdy Tellez,tellero01,['Rowdy'],Rowdy,,,,,
Garry Templeton,templga01,['Jumpsteady'],Jumpsteady,,,,,
Gene Tenace,tenacge01,['Steamboat'],Steamboat,,,,,
Ryan Tepera,teperry01,['Tep'],Tep,,,,,
Bill Terry,terrybi01,"['Memphis Bill', 'Smiling Bill']",Memphis Bill,Smiling Bill,,,,
Wayne Terwilliger,terwiwa01,['Twig'],Twig,,,,,
Al Tesch,teschal01,['Tiny'],Tiny,,,,,
Dick Tettelbach,tettedi01,['Tut'],Tut,,,,,
Mickey Tettleton,tettlmi01,['Froot Loops'],Froot Loops,,,,,
Matt Thaiss,thaisma01,['Matty'],Matty,,,,,
Eric Thames,thameer01,"['Sang Namja', 'Mr. Tee', 'Phone Home']",Sang Namja,Mr. Tee,Phone Home,,,
Marcus Thames,thamema01,['Slick'],Slick,,,,,
George Theodore,theodge01,['Stork'],Stork,,,,,
Jesen Therrien,dygesje01,['MTL-Nord'],MTL-Nord,,,,,
Bobby Thigpen,thigpbo01,['Thiggy'],Thiggy,,,,,
Blaine Thomas,thomabl01,['Baldy'],Baldy,,,,,
Claude Thomas,thomacl01,['Lefty'],Lefty,,,,,
Dan Thomas,thomada01,['Sundown Kid'],Sundown Kid,,,,,
Fay Thomas,thomafa01,['Scow'],Scow,,,,,
Frank Thomas,thomafr03,"['Big Donkey', 'The Original']",Big Donkey,The Original,,,,
Frank Thomas,thomafr04,['Big Hurt'],Big Hurt,,,,,
Fred Thomas,thomafr02,['Tommy'],Tommy,,,,,
Gorman Thomas,thomago01,"[""Stormin' Gorman""]",Stormin' Gorman,,,,,
Lane Thomas,thomala02,['Laner'],Laner,,,,,
Lee Thomas,thomale03,"['Mad Dog', 'White Fang']",Mad Dog,White Fang,,,,
Leo Thomas,thomale02,['Tommy'],Tommy,,,,,
Tom Thomas,thomato01,['Savage Tom'],Savage Tom,,,,,
Walt Thomas,thomawa01,['Tommy'],Tommy,,,,,
